unique_id,date,tag,sub_type,type,rating,cost,predicted_ctr
135246863997088,2022-08-10,InApp,Games,Native,PG-17,171,14.92
135246863997136,2022-09-09,Banner,Games,non-Native,PG-13,189,19.93
135246863997184,2022-10-12,Banner,Games,non-Native,,112,22.24
135246863997232,2022-09-15,Banner,Games,non-Native,PG-17,156,19.82
135246863997280,2022-12-17,Interstitial,Games,non-Native,PG-13,227,17.24
135246863997328,2022-09-27,Banner,Games,non-Native,PG-13,115,15.63
135246863997376,2022-12-30,Banner,Productivity,non-Native,PG-13,143,16.11
135246863997424,2022-07-14,InApp,Games,Native,PG-17,176,20.06
135246863997472,2022-10-29,InApp,Productivity,Native,PG-17,112,19.47
135246863997520,2022-04-09,Banner,Games,non-Native,PG-17,201,10.43
135246863997568,2022-09-19,InApp,Games,Native,PG-17,134,12.07
135246863997616,2022-09-04,InApp,Games,Native,PG-17,154,14.99
135246863997664,,InApp,Productivity,Native,,132,12.67
135246863997712,2022-09-29,InApp,Games,Native,PG-17,158,15.93
135246863997760,2022-12-21,InApp,Games,Native,PG-13,139,22.74
135246863997808,2022-09-25,InApp,Games,Native,PG-17,158,16.1
135246863997856,2022-09-28,InApp,Productivity,Native,PG-13,161,9.84
135246863997904,2022-09-04,InApp,Games,Native,PG-13,139,11.87
135246863997952,2022-11-25,Banner,Games,non-Native,PG-13,144,17.1
135246863998000,2022-12-11,Banner,Games,non-Native,PG-13,104,14.44
135246863998048,2022-11-27,Banner,Productivity,non-Native,PG-13,,
135246863998096,2022-11-28,InApp,Games,Native,PG-13,148,15.59
135246863998144,,Interstitial,Games,non-Native,PG-13,136,10.42
135246863998192,2022-09-16,InApp,Games,Native,PG-17,154,11.49
135246863998240,2022-08-20,InApp,Games,Native,PG-17,225,15.02
135246863998288,2022-09-16,InApp,Games,Native,PG-13,168,11.88
135246863998336,2022-09-03,InApp,Games,Native,PG-17,139,10.11
135246863998384,2022-11-30,InApp,Games,Native,PG-13,129,15.55
135246863998432,2022-10-18,Banner,Games,non-Native,PG-13,240,14.71
135246863998480,2022-06-21,Banner,Games,non-Native,PG-17,115,21.47
135246863998528,2022-10-15,InApp,Games,Native,PG-13,110,19.7
135246863998576,2022-12-22,InApp,Games,Native,PG-13,128,23.44
135246863998624,2022-10-26,Banner,Games,non-Native,PG-13,,
135246863998672,2022-08-20,InApp,Games,Native,PG-13,102,15.16
135246863998720,2022-11-27,Banner,Productivity,non-Native,PG-17,,
135246863998768,2022-10-24,Banner,Games,non-Native,PG-13,112,12.08
135246863998816,2022-11-15,Banner,Games,non-Native,PG-17,181,11.66
135246863998864,2022-09-23,InApp,Games,Native,PG-17,182,24.44
135246863998912,2022-10-26,InApp,Games,Native,PG-13,126,15.62
135246863998960,2022-11-28,Banner,Games,non-Native,PG-13,121,15.08
135246863999008,2022-12-12,Banner,Productivity,non-Native,PG-17,128,17.76
135246863999056,2022-12-18,Banner,Games,non-Native,PG-17,156,19.14
135246863999104,2022-09-22,InApp,Games,Native,PG-17,129,15.97
135246863999152,2022-09-02,Banner,Games,non-Native,PG-17,,
135246863999200,2022-09-07,InApp,Games,Native,PG-13,150,13.53
135246863999248,2022-11-21,Banner,Productivity,non-Native,PG-13,164,20.36
135246863999296,2022-12-14,Banner,Games,non-Native,PG-13,,
135246863999344,2022-10-15,InApp,Games,Native,PG-13,111,13.75
135246863999392,2022-11-21,Banner,Games,non-Native,PG-13,130,20.62
135246863999440,2022-10-06,InApp,Games,Native,PG-17,216,22.08
135246863999488,2022-05-06,InApp,Games,Native,PG-17,147,13.92
135246863999536,2022-12-16,Banner,Productivity,non-Native,R,114,19.27
135246863999584,2022-12-09,Banner,Games,non-Native,PG-17,159,22.23
135246863999632,2022-06-04,InApp,Games,Native,PG-13,100,10.6
135246863999680,2022-06-29,Banner,Games,non-Native,PG-17,115,12.55
135246863999728,2022-12-24,InApp,Productivity,Native,PG-17,149,19.69
135246863999776,2022-08-30,InApp,Games,Native,PG-13,106,22.43
135246863999824,2022-12-02,InApp,Games,Native,PG-17,263,20.93
135246863999872,2022-11-20,Banner,Games,non-Native,PG-17,167,19.82
135246863999920,2022-11-28,Banner,Games,non-Native,PG-13,101,23.15
135246863999968,2022-08-13,Banner,Games,non-Native,PG-17,171,13.53
135246864000016,2022-10-13,InApp,Games,Native,PG-17,114,12.25
135246864000064,2022-04-13,InApp,Productivity,Native,PG-17,140,23.98
135246864000112,2022-08-25,InApp,Productivity,Native,PG-17,137,20.18
135246864000160,2022-07-20,Interstitial,Games,non-Native,R,206,20.77
135246864000208,2022-11-15,Banner,Games,non-Native,PG-13,133,24.78
135246864000256,2022-05-23,InApp,Games,Native,PG-13,126,21.66
135246864000304,2022-10-25,InApp,Games,Native,PG-13,129,9.03
135246864000352,2022-10-22,InApp,Productivity,Native,PG-17,158,17.81
135246864000400,2022-10-25,Interstitial,Games,non-Native,PG-13,145,15.96
135246864000448,2022-12-11,InApp,Games,Native,PG-17,101,11.54
135246864000496,2022-10-07,InApp,Games,Native,PG-17,165,18.98
135246864000544,2022-12-05,Banner,Games,non-Native,PG-13,,
135246864000592,2022-06-05,Banner,Games,non-Native,PG-13,168,10.7
135246864000640,2022-03-30,Banner,Games,non-Native,PG-13,132,15.24
135246864000688,2022-07-21,Interstitial,Games,non-Native,PG-13,230,24.68
135246864000736,2022-11-27,Interstitial,Games,non-Native,,132,15.02
135246864000784,2022-12-30,InApp,Games,Native,PG-13,132,15.93
135246864000832,2022-12-03,InApp,Games,Native,PG-13,,
135246864000880,2022-11-02,InApp,Games,Native,PG-17,197,17.37
135246864000928,2022-11-15,Banner,Games,non-Native,PG-17,111,17.7
135246864000976,2022-12-24,Banner,Games,non-Native,PG-13,138,21.97
135246864001024,2022-09-12,Interstitial,Games,non-Native,PG-17,124,13.08
135246864001072,2022-12-16,InApp,Games,Native,PG-13,219,20.82
135246864001120,2022-10-25,Banner,Games,non-Native,PG-13,130,20.17
135246864001168,2022-07-22,InApp,Games,Native,PG-17,114,23.32
135246864001216,2022-12-25,InApp,Games,Native,PG-13,138,15.28
135246864001264,2022-12-30,InApp,Games,Native,PG-13,117,17.63
135246864001312,2022-07-22,Banner,Games,non-Native,PG-17,102,18.8
135246864001360,2022-10-10,InApp,Games,Native,PG-13,122,18.22
135246864001408,2022-12-25,Interstitial,Games,non-Native,PG-17,166,18.35
135246864001456,,InApp,Games,Native,PG-13,128,12.83
135246864001504,2022-12-27,InApp,Games,Native,PG-17,119,10.91
135246864001552,2022-11-04,InApp,Games,Native,PG-13,144,19.11
135246864001600,2022-10-20,InApp,Productivity,Native,PG-13,211,14.05
135246864001648,2022-12-09,InApp,Productivity,Native,PG-13,149,22.51
135246864001696,2022-09-28,InApp,Games,Native,PG-17,188,23.8
135246864001744,2023-01-01,Banner,Games,non-Native,PG-17,142,12.39
135246864001792,2022-08-08,Banner,Productivity,non-Native,PG-17,127,22.96
135246864001840,2022-11-13,InApp,Games,Native,PG-17,105,21.34
135246864001888,2022-11-14,Banner,Games,non-Native,PG-17,162,12.28
135246864001936,2022-10-23,Banner,Productivity,non-Native,PG-13,147,17.67
135246864001984,2022-08-19,Banner,Games,non-Native,PG-13,202,13.59
135246864002032,2022-11-09,Banner,Games,non-Native,PG-13,105,13.93
135246864002080,2022-08-12,InApp,Games,Native,PG-13,149,21.08
135246864002128,2022-12-28,InApp,Games,Native,PG-13,102,22.34
135246864002176,2022-07-14,Banner,Health,non-Native,PG-13,,
135246864002224,2022-11-02,InApp,Productivity,Native,PG-17,176,24.07
135246864002272,2022-10-17,Banner,Games,non-Native,PG-13,112,16.26
135246864002320,2022-05-23,InApp,Productivity,Native,PG-13,154,17.93
135246864002368,2022-09-02,Banner,Games,non-Native,PG-17,149,13.35
135246864002416,2022-08-22,InApp,Games,Native,PG-17,,
135246864002464,2022-08-11,Banner,Games,non-Native,PG-13,113,12.4
135246864002512,2022-08-11,InApp,Games,Native,PG-13,143,18.32
135246864002560,2022-08-01,Banner,Games,non-Native,PG-13,,
135246864002608,2022-08-17,InApp,Games,Native,PG-17,133,20.06
135246864002656,2022-11-27,InApp,Games,Native,PG-13,109,14.09
135246864002704,2022-04-19,InApp,Games,Native,PG-17,165,10.23
135246864002752,2022-08-15,InApp,Games,Native,PG-13,192,21.07
135246864002800,2022-11-03,InApp,Games,Native,PG-17,,
135246864002848,2022-11-15,Banner,Games,non-Native,PG-13,136,13.07
135246864002896,2022-09-07,Banner,Games,non-Native,PG-13,109,17.56
135246864002944,2022-09-03,InApp,Games,Native,PG-13,119,13.66
135246864002992,2022-09-14,Banner,Games,non-Native,PG-17,126,13.92
135246864003040,2022-10-06,InApp,Games,Native,PG-13,114,15.31
135246864003088,2022-09-26,InApp,Games,Native,PG-17,,
135246864003136,2022-05-18,Banner,Games,non-Native,PG-17,,
135246864003184,2022-08-02,InApp,Games,Native,PG-13,130,14.83
135246864003232,2022-08-27,InApp,Games,Native,PG-17,117,13.96
135246864003280,2022-08-20,InApp,Games,Native,PG-13,220,24.74
135246864003328,2022-12-24,Banner,Games,non-Native,PG-17,104,19.7
135246864003376,2022-12-18,InApp,Games,Native,,185,12.46
135246864003424,,Banner,Games,non-Native,PG-13,241,11.18
135246864003472,2022-07-24,InApp,Games,Native,PG-17,107,13.77
135246864003520,2022-10-07,Banner,Games,non-Native,PG-13,153,17.69
135246864003568,2022-10-11,InApp,Games,Native,PG-17,149,14.41
135246864003616,2022-09-03,InApp,Productivity,Native,PG-17,231,19.85
135246864003664,2022-05-31,InApp,Productivity,Native,PG-13,,
135246864003712,,Banner,Games,non-Native,PG-17,221,9.96
135246864003760,2022-10-15,Banner,Productivity,non-Native,PG-17,127,20.83
135246864003808,2022-10-12,InApp,Productivity,Native,PG-13,156,11.59
135246864003856,2022-06-25,InApp,Games,Native,PG-13,108,18.93
135246864003904,2022-07-27,Banner,Games,non-Native,PG-17,175,18.16
135246864003952,2022-06-16,Banner,Games,non-Native,PG-13,113,20.57
135246864004000,2022-07-11,InApp,Games,Native,PG-17,190,15.34
135246864004048,2022-11-21,InApp,Health,Native,PG-13,113,12.83
135246864004096,2022-06-20,InApp,Games,Native,PG-17,,
135246864004144,2022-03-31,Banner,Games,non-Native,PG-17,140,14.65
135246864004192,2022-07-25,Banner,Games,non-Native,PG-17,110,15.1
135246864004240,2022-12-30,InApp,Games,Native,PG-17,111,20.61
135246864004288,2022-12-08,Banner,Games,non-Native,PG-13,109,11.91
135246864004336,2022-09-09,InApp,Games,Native,PG-13,170,15.8
135246864004384,2022-10-10,InApp,Games,Native,PG-17,107,11.87
135246864004432,2022-12-05,Banner,Games,non-Native,PG-17,110,18.79
135246864004480,2022-08-07,InApp,Productivity,Native,PG-13,142,22.14
135246864004528,2022-12-24,Banner,Games,non-Native,PG-13,118,12.81
135246864004576,2022-11-13,InApp,Games,Native,PG-13,127,21.19
135246864004624,,InApp,Productivity,Native,PG-13,123,14.02
135246864004672,2022-11-26,Banner,Games,non-Native,PG-13,127,17.87
135246864004720,2022-03-07,InApp,Productivity,Native,PG-13,208,20.58
135246864004768,2022-11-14,InApp,Games,Native,PG-13,,
135246864004816,2022-11-28,Banner,Games,non-Native,PG-13,113,18.81
135246864004864,2023-01-01,Interstitial,Games,non-Native,PG-13,159,15.04
135246864004912,2022-11-29,InApp,Productivity,Native,PG-13,155,20.13
135246864004960,2022-06-13,Banner,Games,non-Native,PG-17,161,16.26
135246864005008,2022-08-18,Banner,Productivity,non-Native,PG-17,117,18.89
135246864005056,2022-10-25,Banner,Productivity,non-Native,PG-13,140,15.19
135246864005104,2022-10-23,InApp,Productivity,Native,PG-13,149,20.42
135246864005152,2022-11-08,Banner,Games,non-Native,PG-13,137,20.62
135246864005200,2022-12-13,InApp,Productivity,Native,PG-13,166,20.26
135246864005248,2022-11-13,InApp,Games,Native,PG-13,103,18.35
135246864005296,2022-09-11,Banner,Productivity,non-Native,PG-17,200,18.58
135246864005344,2022-12-28,Banner,Productivity,non-Native,PG-13,131,17.45
135246864005392,2022-12-17,Banner,Games,non-Native,PG-17,170,21.46
135246864005440,2022-11-15,Banner,Games,non-Native,PG-17,157,13.67
135246864005488,2022-11-07,InApp,Games,Native,PG-17,147,21.36
135246864005536,2022-08-02,InApp,Productivity,Native,PG-13,,
135246864005584,2022-11-14,Interstitial,Games,non-Native,PG-13,129,16.83
135246864005632,2022-08-15,Banner,Games,non-Native,PG-17,176,16.17
135246864005680,2022-11-24,Interstitial,Games,non-Native,PG-13,157,19.69
135246864005728,2022-12-19,Banner,Games,non-Native,PG-17,179,11.46
135246864005776,2022-11-09,Banner,Games,non-Native,PG-13,248,19.59
135246864005824,2022-09-09,InApp,Games,Native,PG-17,159,15.41
135246864005872,2022-10-12,InApp,Productivity,Native,PG-17,137,16.34
135246864005920,2022-11-22,Banner,Games,non-Native,PG-13,111,20.31
135246864005968,2022-11-03,Banner,Games,non-Native,PG-13,167,22.52
135246864006016,2022-10-13,Banner,Games,non-Native,PG-17,158,18.92
135246864006064,2022-12-24,InApp,Games,Native,PG-17,177,14.17
135246864006112,2022-10-02,Banner,Productivity,non-Native,PG-13,157,22.33
135246864006160,2022-09-01,InApp,Games,Native,PG-13,129,16.14
135246864006208,2022-12-14,Banner,Games,non-Native,R,118,17.61
135246864006256,2022-11-15,Interstitial,Productivity,non-Native,PG-13,171,10.18
135246864006304,2022-04-30,Banner,Games,non-Native,PG-17,244,16.13
135246864006352,2022-12-29,InApp,Games,Native,PG-13,188,18.48
135246864006400,2022-11-05,Interstitial,Games,non-Native,PG-13,155,17.01
135246864006448,2022-10-27,Banner,Games,non-Native,PG-17,144,24.7
135246864006496,2022-09-13,InApp,Productivity,Native,PG-13,107,19.29
135246864006544,2022-06-24,InApp,Games,Native,PG-17,178,21.09
135246864006592,2022-09-18,Banner,Games,non-Native,PG-17,133,13.08
135246864006640,2022-04-01,InApp,Games,Native,PG-13,106,21.02
135246864006688,2022-12-11,InApp,Productivity,Native,PG-13,195,13.06
135246864006736,2022-09-17,Banner,Games,non-Native,PG-13,109,22.01
135246864006784,2022-09-03,Banner,Games,non-Native,PG-13,146,17.62
135246864006832,2022-10-10,InApp,Games,Native,PG-13,107,16.95
135246864006880,2022-12-11,InApp,Games,Native,PG-13,157,18.73
135246864006928,2022-10-31,Banner,Productivity,non-Native,,,
135246864006976,2022-12-21,Banner,Games,non-Native,PG-17,113,23.84
135246864007024,2022-06-03,InApp,Games,Native,PG-17,,
135246864007072,2022-04-10,Interstitial,Games,non-Native,PG-17,108,12.9
135246864007120,2022-12-04,Banner,Games,non-Native,PG-13,130,15.05
135246868471360,2022-09-28,InApp,Productivity,Native,PG-13,111,12.14
135246868464448,2022-06-26,Banner,Games,non-Native,PG-13,154,17.95
135246868465408,2022-12-02,Banner,Productivity,non-Native,PG-13,252,13.84
135246868471408,2022-09-08,InApp,Games,Native,PG-13,124,12.02
135246868468960,2022-06-22,InApp,Productivity,Native,PG-13,189,17.18
135246868471168,2022-12-22,Banner,Games,non-Native,PG-17,150,11.59
135246868471120,2022-11-10,Banner,Games,non-Native,PG-13,131,24.32
135246868468768,2022-08-18,Banner,Games,non-Native,PG-13,114,9.77
135246868471936,2022-09-22,InApp,Games,Native,PG-13,106,12.3
135246868468912,2022-06-22,InApp,Health,Native,PG-17,,
135246868463824,2022-10-21,InApp,Games,Native,PG-17,121,12.16
135246868470544,2022-12-22,Banner,Games,non-Native,PG-17,213,12.42
135246868467712,2022-08-09,Interstitial,Games,non-Native,PG-17,191,18.64
135246868464640,2022-12-27,Banner,Games,non-Native,PG-17,172,17.66
135246868471024,2022-12-09,Banner,Productivity,non-Native,PG-17,238,16.29
135246868472272,2022-10-22,Banner,Games,non-Native,PG-13,201,9.8
135246868467616,2022-12-04,InApp,Games,Native,PG-13,140,20.53
135246868471072,2022-06-25,Banner,Games,non-Native,,106,14.81
135246868468288,2022-06-10,Banner,Games,non-Native,PG-13,,
135246868463872,2022-11-24,Interstitial,Games,non-Native,PG-17,214,13.17
135246868464496,2022-12-21,Banner,Games,non-Native,R,183,19.82
135246868468336,2022-12-27,Banner,Productivity,non-Native,PG-13,175,18.57
135246868465168,2022-07-14,InApp,Games,Native,PG-17,169,17.85
135246868466032,2022-11-19,InApp,Productivity,Native,PG-17,101,16.59
135246868465600,2022-06-19,InApp,Games,Native,PG-13,221,10.85
135246868464352,2022-07-25,InApp,Games,Native,PG-13,114,23.38
135246868467808,2022-12-18,Banner,Games,non-Native,PG-13,150,20.38
135246868467760,2022-12-21,InApp,Games,Native,PG-17,107,18.08
135246868464400,2022-11-23,Banner,Games,non-Native,PG-13,155,14.78
135246868464304,2022-12-30,InApp,Games,Native,PG-17,171,20.56
135246868465456,2022-10-27,InApp,Productivity,Native,PG-13,159,20.27
135246868466560,2022-12-02,Banner,Games,non-Native,PG-17,124,15.28
135246868471984,2022-04-18,Banner,Productivity,non-Native,PG-13,148,11.02
135246868466320,2022-06-30,Banner,Games,non-Native,PG-17,109,21.46
135246868467664,2022-11-25,Banner,Productivity,non-Native,PG-17,161,16.39
135246868464256,2022-12-14,InApp,Games,Native,PG-13,102,14.07
135246868464208,2022-11-02,InApp,Games,Native,PG-17,115,19.04
135246868468384,2022-12-14,Banner,Games,non-Native,PG-13,100,23.36
135246868471216,2022-12-20,Banner,Productivity,non-Native,PG-13,,
135246868471888,2022-10-15,Interstitial,Games,non-Native,PG-13,117,11.35
135246868470832,2022-06-22,Banner,Games,non-Native,PG-13,157,15.27
135246868470880,2022-08-13,InApp,Games,Native,PG-13,151,15.85
135246868470736,2022-10-31,InApp,Games,Native,PG-17,179,15.57
135246868470784,2022-10-04,Banner,Games,non-Native,PG-13,101,12.47
135246868470496,2022-12-07,Banner,Games,non-Native,PG-13,158,24.31
135246868470688,2022-12-31,Banner,Games,non-Native,,164,21.41
135246868470400,2022-12-09,InApp,Games,Native,PG-17,113,22.98
135246868470448,2022-10-10,InApp,Productivity,Native,PG-13,136,15.84
135246868467472,,InApp,Games,Native,PG-13,137,11.99
135246868466416,2022-12-13,InApp,Games,Native,PG-13,119,20.77
135246868464592,2022-07-19,Banner,Games,non-Native,PG-17,108,16.23
135246868468192,2022-12-26,Interstitial,Games,non-Native,PG-17,152,18.15
135246868467520,2022-06-27,InApp,Games,Native,PG-17,100,20.54
135246868467568,2022-12-07,InApp,Productivity,Native,PG-17,124,14.37
135246868472320,2022-10-24,InApp,Games,Native,PG-13,196,17.14
135246868472368,2022-12-03,InApp,Games,Native,PG-13,155,20.96
135246868472416,2022-11-13,Banner,Games,non-Native,PG-13,128,13.65
135246868466272,2022-11-23,Banner,Productivity,non-Native,PG-13,,
135246868463728,2022-07-13,InApp,Games,Native,PG-13,220,15.06
135246868472560,2022-12-08,Banner,Games,non-Native,PG-13,125,13.98
135246868472608,2022-09-30,Banner,Games,non-Native,PG-17,185,19.26
135246868472656,2022-09-21,InApp,Games,Native,PG-17,225,15.65
135246868472464,2022-12-25,Banner,Games,non-Native,PG-17,103,18.31
135246868472512,2022-10-28,Banner,Games,non-Native,PG-17,155,18.72
135246868472800,2022-11-13,Banner,Games,non-Native,PG-13,108,14.04
135246868465024,2022-05-01,InApp,Productivity,Native,PG-13,131,18.11
135246868467952,2022-11-17,Banner,Games,non-Native,PG-17,126,17.1
135246868472704,2022-08-07,Banner,Games,non-Native,PG-13,215,13.03
135246868472752,2022-11-17,Banner,Games,non-Native,PG-13,113,21.88
135246868468096,2023-01-01,InApp,Games,Native,,120,19.26
135246868468144,2022-12-14,InApp,Games,Native,PG-17,118,22.81
135246868471264,2022-08-21,InApp,Games,Native,PG-17,,
135246868468000,2022-08-17,Banner,Games,non-Native,PG-17,115,16.8
135246868468048,2022-10-01,InApp,Games,Native,PG-17,203,17.21
135246868471504,2022-12-20,InApp,Games,Native,PG-17,122,19.75
135246868471552,2022-12-12,Interstitial,Games,non-Native,R,150,20.34
135246868471600,2022-12-20,Banner,Games,non-Native,PG-17,139,13.22
135246868471312,2022-12-01,InApp,Productivity,Native,PG-17,136,21.81
135246868471456,2022-10-28,Banner,Games,non-Native,PG-13,151,16.54
135246868471744,2022-10-03,InApp,Games,Native,PG-17,118,12.11
135246868471792,2022-11-04,InApp,Productivity,Native,PG-13,132,17.82
135246868471840,2022-11-22,Banner,Games,non-Native,PG-13,,
135246868471648,2022-10-14,InApp,Productivity,Native,PG-13,169,21.29
135246868471696,2022-02-09,Banner,Productivity,non-Native,PG-17,109,13.91
135246868468240,2022-11-06,InApp,Productivity,Native,PG-17,,
135246868470352,2022-04-24,Banner,Productivity,non-Native,PG-17,106,17.96
135246868470304,2022-08-08,InApp,Games,Native,PG-17,111,18.33
135246868470256,2022-10-11,Banner,Games,non-Native,PG-17,103,17.82
135246868470208,2022-11-29,InApp,Productivity,Native,PG-13,171,18.15
135246868470160,2022-11-01,InApp,Games,Native,PG-13,106,15.22
135246868470112,2022-03-18,Banner,Games,non-Native,PG-17,179,15.96
135246868470064,2022-11-17,Banner,Health,non-Native,PG-13,203,24.2
135246868470016,2022-11-19,InApp,Games,Native,PG-13,154,16.61
135246868469968,2022-11-29,Banner,Games,non-Native,PG-17,116,17.09
135246868469920,2022-12-17,Banner,Games,non-Native,PG-13,146,16.8
135246868469872,2022-11-19,InApp,Games,Native,PG-13,107,15.1
135246868469824,2022-12-07,InApp,Games,Native,PG-13,185,15.51
135246868469776,2022-11-06,InApp,Games,Native,,115,21.26
135246868469728,2022-12-09,Banner,Games,non-Native,PG-13,133,12.85
135246868469680,2022-11-11,Banner,Games,non-Native,PG-17,127,13.29
135246868469632,2022-09-30,Banner,Games,non-Native,PG-17,138,18.32
135246868469584,,InApp,Productivity,Native,PG-13,,
135246868469536,2022-10-10,InApp,Games,Native,PG-13,241,14.06
135246868469488,2022-10-21,Banner,Games,non-Native,PG-17,127,17.15
135246868469440,2022-11-28,Banner,Games,non-Native,PG-17,165,18.31
135246868469392,2022-12-14,InApp,Games,Native,PG-13,177,10.67
135246868469344,2022-07-05,Banner,Games,non-Native,PG-17,165,17.68
135246868469296,2022-10-15,InApp,Games,Native,PG-13,113,18.55
135246868469248,2022-12-16,Banner,Productivity,non-Native,PG-17,170,20.15
135246868469200,2022-07-16,Banner,Productivity,non-Native,PG-13,101,11.53
135246868469152,2022-05-21,InApp,Games,Native,PG-17,,
135246868469104,2022-11-14,Banner,Productivity,non-Native,PG-17,142,18.85
135246868469056,2022-06-02,InApp,Games,Native,PG-13,225,13.35
135246868469008,2022-09-11,InApp,Productivity,Native,PG-17,132,13.58
135246868468480,2022-11-07,InApp,Games,Native,PG-13,,
135246868468432,2022-09-12,InApp,Games,Native,PG-13,,
135246868467424,2022-10-09,InApp,Games,Native,PG-13,166,17.82
135246868467376,2022-11-01,Banner,Games,non-Native,PG-17,172,15.77
135246868467328,2022-12-31,Banner,Productivity,non-Native,PG-13,,
135246868467280,2022-10-05,InApp,Productivity,Native,PG-13,163,13.92
135246868467232,2022-11-10,Banner,Games,non-Native,PG-13,175,17.92
135246868467184,2022-11-01,InApp,Games,Native,PG-13,143,9.14
135246868467136,2022-09-22,InApp,Productivity,Native,PG-17,121,21.98
135246868467088,2022-08-12,Banner,Games,non-Native,,167,15.21
135246868467040,2022-09-07,InApp,Games,Native,PG-13,112,14.76
135246868466992,2022-11-24,InApp,Games,Native,PG-13,171,19.85
135246868466944,2022-05-28,InApp,Games,Native,PG-13,170,22.25
135246868466896,2022-12-09,InApp,Games,Native,PG-17,110,18.13
135246868466848,,Banner,Productivity,non-Native,PG-13,174,22.87
135246868466800,2022-07-29,Banner,Productivity,non-Native,PG-13,104,11.0
135246868465888,2022-07-14,InApp,Productivity,Native,PG-13,152,14.21
135246868465840,,InApp,Games,Native,PG-17,123,22.76
135246868465792,2022-06-09,InApp,Games,Native,,104,21.95
135246868465744,2022-11-11,InApp,Games,Native,PG-13,181,24.51
135246868465696,2022-03-09,Interstitial,Games,non-Native,PG-13,110,17.98
135246868465648,2022-09-07,Banner,Productivity,non-Native,PG-17,155,13.27
135246868465552,2022-11-17,InApp,Games,Native,PG-17,106,17.67
135246868466656,2022-06-28,Banner,Games,non-Native,PG-17,211,10.82
135246868466368,2022-11-21,InApp,Games,Native,PG-17,,
135246868465264,2022-11-18,Banner,Games,non-Native,PG-13,117,14.27
135246868466752,2022-11-05,InApp,Games,Native,PG-13,150,21.92
135246868466704,2022-08-26,InApp,Productivity,Native,PG-13,119,19.84
135246868465360,2022-12-21,InApp,Games,Native,PG-13,110,18.77
135246868466464,2022-10-28,InApp,Games,Native,PG-13,169,18.2
135246868466128,2022-08-22,InApp,Games,Native,PG-17,151,18.18
135246868466176,2022-09-22,InApp,Productivity,Native,PG-17,130,18.65
135246868466224,2022-08-04,Banner,Productivity,non-Native,PG-17,,
135246868466080,2022-11-16,Banner,Games,non-Native,PG-13,136,15.45
135246868464784,2022-05-21,Banner,Games,non-Native,PG-17,153,14.89
135246868464688,2022-05-09,InApp,Productivity,Native,PG-17,,
135246868464976,2022-12-06,InApp,Games,Native,PG-13,134,17.62
135246868464928,2022-11-04,InApp,Games,Native,PG-13,123,22.8
135246868464880,2022-07-26,InApp,Games,Native,,197,15.98
135246868464832,2022-10-31,Banner,Games,non-Native,PG-13,182,22.43
135246868464736,2022-12-05,InApp,Productivity,Native,PG-13,140,16.72
135246868464160,2022-11-18,Banner,Games,non-Native,PG-13,,
135246868464544,2022-11-14,Interstitial,Games,non-Native,PG-13,209,21.58
135246868464016,2022-06-02,Banner,Games,non-Native,PG-13,158,12.23
135246868463680,2022-10-23,InApp,Games,Native,PG-13,181,17.44
135246868472224,2022-12-12,InApp,Games,Native,PG-17,121,17.49
135246868472176,2022-09-11,InApp,Games,Native,PG-17,113,20.01
135246868472128,2022-02-10,InApp,Games,Native,,159,14.07
135246868472080,2022-06-20,InApp,Games,Native,R,167,13.21
135246868472032,2022-06-29,InApp,Productivity,Native,PG-17,134,13.72
135246868465504,2022-07-26,InApp,Games,Native,PG-13,149,12.38
135246868465936,2022-12-13,Interstitial,Games,non-Native,PG-13,118,17.52
135246868466608,2022-05-27,Banner,Games,non-Native,PG-17,151,9.94
135246868465120,2022-07-08,Banner,Games,non-Native,PG-13,140,10.98
135246868465312,2022-07-10,InApp,Productivity,Native,PG-13,166,22.08
135246868465216,2022-08-15,Banner,Games,non-Native,PG-13,124,18.04
135246868464064,2022-10-23,InApp,Productivity,Native,PG-17,240,17.2
135246868468528,2022-12-01,Interstitial,Games,non-Native,PG-17,149,16.6
135246868468576,2022-08-27,Banner,Games,non-Native,PG-17,123,18.82
135246868468624,2022-12-28,Banner,Games,non-Native,PG-17,126,17.57
135246868468672,2022-06-16,Banner,Productivity,non-Native,PG-13,211,19.45
135246868468720,2022-06-27,Banner,Games,non-Native,PG-13,114,18.41
135246868468816,2022-10-21,Banner,Games,non-Native,PG-13,116,18.12
135246868468864,2022-06-05,InApp,Games,Native,PG-17,116,21.77
135246868470640,2022-07-20,Banner,Games,non-Native,PG-17,117,16.25
135246868466512,2022-10-23,InApp,Games,Native,PG-13,165,14.15
135246868472848,2022-08-25,InApp,Games,Native,PG-13,141,16.69
135246868472896,,InApp,Games,Native,PG-17,100,14.22
135246868472944,2022-05-28,Banner,Productivity,non-Native,PG-13,101,12.01
135246868472992,2022-11-27,InApp,Games,Native,PG-13,137,15.79
135246868473040,2022-12-04,InApp,Games,Native,PG-13,150,24.85
135246868473088,2022-08-27,InApp,Games,Native,PG-17,111,18.47
135246868473136,2022-12-14,Banner,Productivity,non-Native,PG-17,148,16.18
135246868473184,2022-10-20,Banner,Productivity,non-Native,PG-17,223,15.39
135246868473232,2022-12-03,InApp,Games,Native,PG-13,198,19.04
135246868473280,2022-10-12,Banner,Games,non-Native,PG-17,176,19.68
135246868473328,2022-09-24,Banner,Games,non-Native,PG-13,159,15.35
